Tweet_count,Username,Text,Created At,Retweets,Likes,Category
63,DMK IT WING,"மக்களின் மருத்துவ செலவுகளை 75% வரை மிச்சப்படுத்த வழிவகை செய்துள்ளது முதல்வர் மருந்தகம்!

- கழக மருத்துவ அணிச் செயலாளர் திரு @Dr_Ezhilan எம்.எல்.ஏ அவர்கள் 

#MudhalvarMarundhagam https://t.co/FLSzN0zMqb",Mon Feb 24 07:01:58 +0000 2025,199,260,DMK
64,Sumanth Raman,"DMK cadre and supporters are strongly against Hindi imposition. They will not tolerate Hindi that is being imposed anywhere, not even on the bank notes they possess. They may destroy all the currency notes they possess to show their opposition. Will they? 😀😀😀 https://t.co/kPwsPKSf5j",Sun Feb 23 08:50:24 +0000 2025,602,3246,DMK
65,இடும்பாவனம் கார்த்திக்,"DMK Vs BJP!

#GetOutModiandStalin https://t.co/CL8sU3lapp",Thu Feb 20 13:05:32 +0000 2025,957,1581,DMK
66,PuthiyathalaimuraiTV,"“தமிழர்கள் எப்படி அறிந்துகொள்கிறார்களோ அப்படி!” - முதல்வர் மு.க.ஸ்டாலின்

#MKStalin | #Hindi | #TNGovt | #DMK https://t.co/09I9wp2dR6",Wed Feb 26 07:38:42 +0000 2025,499,2218,DMK
67,#DMK4TN,"‘தமிழன் யாருக்கும் தாழாமல் யாரையும் தாழ்த்தாமல், யாருக்கும் எஜமானாக இல்லாமல் யாருக்கும் அடிமையாகவும் இல்லாமல், யாரையும் சுரண்டாமல் யாராலும் சுரண்டப்படாமல் நல்வாழ்வு வாழ வேண்டும்’

 #FairDelimitationForTN https://t.co/oxd3YW5ppa",Tue Feb 25 09:20:11 +0000 2025,250,365,DMK
68,DMK IT WING,"Attention Seeking தற்குறி ஆடு அவனே வாண்ட்டா வந்து #GetOutModi போட சொல்றான்! போட்டுறலாமா 🤣

Reply #GetOutModi https://t.co/tP8cL7qkAo",Thu Feb 20 03:17:19 +0000 2025,1267,2133,DMK
69,DMK IT WING,2021 ஆம் ஆண்டு திமுக ஆட்சிக்கு வந்த நாள் முதல் #GetOutModi தான் சொல்லி வருகிறோம். 2024 ஆம் ஆண்டு நாடாளுமன்ற தேர்தலில் 40 தொகுதிகளிலும் தோல்விடைய செய்தோம். https://t.co/OlI64x6RGQ,Thu Feb 20 11:00:40 +0000 2025,978,2075,DMK
70,Erode DMK,தற்குறி ஆடு தமிழ்நாட்டுல இருக்கிற சின்ன குழந்தை சொல்லும் #GetOutModi என்று! https://t.co/UFjBai27jy,Thu Feb 20 04:25:32 +0000 2025,827,1620,DMK
71,#DMK4TN,"தமிழ்நாட்டின் குரல் இந்தியா முழுமைக்கும் எதிரொலிக்கட்டும்! 

#FairDelimitationForTN https://t.co/x2IVEw6PTC",Tue Feb 25 10:43:05 +0000 2025,398,588,DMK
72,Tamil Janam,"“ஸ்டாலின் என்று சொல்வதே தரக்குறைவான விமர்சனம் தான்' | சொன்னவர் ""நம்மவர்""
#TamilJanam #KamalHassan #DMK #MKStalin https://t.co/lV6uGV1IV7",Sun Feb 23 07:17:22 +0000 2025,162,453,DMK
73,Thoothukudi S.Joel,"இந்த சத்தம் போதுமா? 💪🔥🔥🔥

#GetOutModi https://t.co/f5MGXbNisU",Thu Feb 20 12:48:39 +0000 2025,707,1597,DMK
74,DMK Updates,"தமிழ்ல பேசுற புரியுதா பாருங்க! - @KanimozhiDMK 🔥💯

#GetOutModi #StopHindiImposition https://t.co/66k4fvXHgn",Thu Feb 20 09:25:49 +0000 2025,465,1238,DMK
75,PuthiyathalaimuraiTV,"எது கோழைத்தனம்?: அன்புமணிக்கு சேகர்பாபு பதில்

#AnbumaniRamadoss | #SekarBabu | #PMK | #DMK | #MKStalin https://t.co/rw9uFe6hWI",Mon Feb 24 03:41:17 +0000 2025,170,649,DMK
76,DMK Youth Wing,"“உலகத்தில் ‘ஆண்மை’ நிற்கும் வரையில் பெண்கள் அடிமையும் வளர்ந்தே வரும். பெண்களால் ‘ஆண்மை’ என்ற தத்துவம் அழிக்கபட்டாலல்லாது பெண்மை விடுதலை யில்லையென்பது உறுதி. ‘ஆண்மை’யால் தான் பெண்கள் அடிமையாக்கப்பட்டிருக்கின்றார்கள்.” - தந்தை பெரியார் 

#Periyar #Equality @Udhaystalin https://t.co/bbQORmWO2G",Sat Feb 22 03:52:39 +0000 2025,324,517,DMK
77,DMK IT WING,"மக்களவையில் தமிழ்நாட்டின் பிரதிநிதித்துவத்தை குறைத்து நம் உரிமைகளை இன்னும் வேகமாக நசுக்க நினைக்கும், ஒன்றிய பாசிச பாஜக அரசின் சூழ்ச்சியை வீழ்த்த தமிழ்நாட்டு அரசியல் கட்சிகள் ஓரணியில் திரள்வோம்! தமிழ்நாடு காப்போம்!

- மாண்புமிகு துணை முதலமைச்சர் திரு @Udhaystalin அவர்கள் https://t.co/zpr5Tmehkp",Tue Feb 25 09:39:00 +0000 2025,266,353,DMK
78,#DMK4TN,"தமிழ்நாட்டு பள்ளி குழந்தைகளின் மீது இச்சிறு’குழந்தைக்கு இருக்கும் அக்கறை கூட பிரதமர் மோடிக்கும், தர்மேந்திர பிரதானுக்கும் இல்லை! 

தமிழுக்கு, தமிழ்நாட்டிற்கு, சமூகநீதிக்கு வேட்டு வைக்கும் தேசிய கல்விக் கொள்கையை என்றும் தமிழ்நாடு ஏற்காது!

தமிழே அரண்!  ❤️💥 https://t.co/zULK4YNrLs",Sun Feb 23 07:33:01 +0000 2025,234,468,DMK
79,Nisha DMK ... 🖤❤️...,"இன்று,எம் தலைவருக்கு வாழ்த்துக்கள் தெரிவித்த மகிழ்வான தருணம்😍🖤❤️...

#இந்த_நொடி 

#இந்த_நிமிடங்கள் போதுமே😍🖤❤️...

@mkstalin 🖤❤️😍... https://t.co/yxfSFod7Bx",Mon Feb 24 09:27:18 +0000 2025,152,1225,DMK
80,Meena Jayakumar,#dmk #cmstalin https://t.co/vIKhIWBxRv,Fri Feb 28 05:37:01 +0000 2025,4,22,DMK
81,DMK IT WING,"நம் மாநில உரிமையை காக்க அனைவரும் ஒன்றிணைந்து ஒருமித்த குரலை வெளிப்படுத்துவோம்!

#FairDelimitationForTN https://t.co/d72KpHRrVM",Thu Feb 27 12:15:27 +0000 2025,220,262,DMK
82,A RAJA,"செம்மொழியான தமிழ்மொழியே

#தமிழ்_வாழ்க https://t.co/baRtGqP8rW",Fri Feb 21 05:25:58 +0000 2025,1083,2840,DMK
83,DMK IT WING,"We will oppose always Hindi imposition!

- Muthamizh Arignar Kalaignar

#StopHindiImposition https://t.co/HaOqXKOvaP",Wed Feb 26 10:50:02 +0000 2025,241,297,DMK
84,DMK IT WING,"மக்களவைத் தொகுதி மறுசீரமைப்பு பெயரில் தென்னிந்திய மாநிலங்களின் தலைக்கு மேல் கத்தி தொங்கிக் கொண்டிருக்கிறது!

- கழகத் தலைவர், மாண்புமிகு முதலமைச்சர் திரு @mkstalin அவர்கள்

#FairDelimitationForTN https://t.co/jDqZPhuLw0",Tue Feb 25 07:30:00 +0000 2025,509,603,DMK
85,Rishi Bagree,"In Ayodhya, you'll encounter 20 distinct languages displayed on signboards, each one warmly greeting tourists in their native tongue—a  vibrant reflection of the region's hospitality.

CM Yogi is uniting Indians while DMK goons are busy smashing up signboards in other languages. https://t.co/XDO74qKzEJ",Wed Feb 26 13:27:22 +0000 2025,2460,9115,DMK
86,Tamil Janam,"இந்திக்கு பதில் ஆங்கிலம் அழிப்பு...
#Thankyou #Thenkasi #TamilNadu #Tamil #English #hindi #DMK #TamilJanam https://t.co/I8b9rZsYX5",Tue Feb 25 09:33:03 +0000 2025,171,491,DMK
87,DMK IT WING,"We're not against any specific language. We're against the imposition.

- Hon'ble Deputy Chief Minister Thiru @Udhaystalin Avl

#StopHindiImposition https://t.co/XOwBmPAdZM",Thu Feb 27 15:59:56 +0000 2025,473,1391,DMK
88,News24,"""हम हिंदी थोपने का विरोध करेंगे, हिंदी मुखौटा है, संस्कृत छिपा हुआ चेहरा है""

◆  CM एमके स्टालिन DMK कार्यकर्ताओं को संबोधित एक पत्र में कहा

#CMMKStalin | @mkstalin | #MKStalin https://t.co/48A5Vr0LqF",Thu Feb 27 14:46:48 +0000 2025,165,1067,DMK
89,PuthiyathalaimuraiTV,"#JUSTIN | கருப்பு பெயின்ட் டப்பா - அண்ணாமலை விமர்சனம் 

#Annamalai | #BJP | #DMK | #NEP | #NewEducationPolicy | #MKStalin https://t.co/KmWTVLcUml",Mon Feb 24 13:29:16 +0000 2025,439,1926,DMK
90,TIMES NOW,"Language faceoff erupts in Tamil Nadu.

A video has surfaced showing a DMK MLA defacing a railway station signboard, sparking controversy over the defacement of Hindi signboards.

How is this vandalism? We are only deleting the things that are written in Hindi: ＠dharanisalem https://t.co/f7qqOTerez",Mon Feb 24 06:59:12 +0000 2025,3,10,DMK
91,PuthiyathalaimuraiTV,"பிற மாநிலங்களில் இருந்து ஆதரவு வருகிறது: முதல்வர்

#MKStalin | #TNGovt | #DMK | #LanguagePolicy | #HindiImposition https://t.co/uTdwA8uiaL",Fri Feb 28 01:51:06 +0000 2025,169,575,DMK
92,PuthiyathalaimuraiTV,"#JUSTIN |  ஒவ்வொரு குடும்பத்தின் மூத்த மகன் முதல்வர் ஸ்டாலின் - நடிகர் வடிவேலு

#Vadivelu  | #ActorVadivelu | #DMK | #MKStalin https://t.co/h74JHXDD8J",Thu Feb 27 16:02:11 +0000 2025,174,882,DMK
93,DMK Updates,"பாஜக அரசின் இந்தி திணிப்பிற்கு எதிராக நடிகர் வடிவேலு அவர்கள் சொன்ன நகைச்சுவையான விளக்கம்! நிச்சயம் கேளுங்கள்!👏👇
#StopHindiImposition
https://t.co/0gbw236s0Y",Fri Feb 28 02:04:28 +0000 2025,102,216,DMK
94,Tamil Janam,"ஹெச்.ராஜா நச்..!
#TamilJanam #hraja #MKStalin  #dmk #TASMAC https://t.co/EnZEOaV94t",Mon Feb 24 06:21:27 +0000 2025,373,1065,DMK
95,Tamil Ka.Amutharasan,"We're not against any specific language. We're against the imposition - DyCM #UdhayanidhiStalin 🔥

#FairDelimitationForTN 
#StopHindiImposition https://t.co/aZHxpZmg8e",Thu Feb 27 19:08:58 +0000 2025,68,180,DMK
96,TIMES NOW,"Language War

DMK cadre blackened various Hindi signboards at railway stations and govt offices in Tamil Nadu amid NEP row.

Fresh protests also erupted in Chennai, with the student wing of the DMK taking to the streets.

Watch this ground report by @dharannniii for more details. https://t.co/8aI8hDIqIY",Tue Feb 25 11:18:28 +0000 2025,3,3,DMK
97,DMK Updates,2642 மருத்துவ அலுவலர்களுக்கு இன்று பணி நியமன ஆணைகள் வழங்கினார் முதலமைச்சர் @mkstalin அவர்கள்! 👏👌 https://t.co/1rcXKafcOf,Wed Feb 26 07:01:30 +0000 2025,130,256,DMK
98,sabarish✨🖤❤️,"தமிழர்களுக்கென ஒரு வரலாறு உண்டு, ஒரு பண்பாடு உண்டு! 💥

#GetOutModi

 https://t.co/aokoec0oWu",Thu Feb 20 09:36:53 +0000 2025,519,1006,DMK
99,TIMES NOW,"DMK cadre holds a mega protest against NEP in Chennai.

""Poor governance will never be hidden by such shallow attempts to divide society. It will be interesting to know what the Leader of the Opposition, Rahul Gandhi, has to say on this subject.."" - Union Minister https://t.co/fdYyl68Wl7",Fri Feb 28 05:03:01 +0000 2025,1,3,DMK
100,Sun News,"#Watch | இந்தித் திணிப்புக்கு எதிராக திமுக மாணவர் அணியினர் சென்னையில் ஆர்ப்பாட்டம்.

#SunNews | #HindiImposition | #DMK https://t.co/esMAwze3TT",Tue Feb 25 06:00:07 +0000 2025,341,979,DMK
101,#DMK4TN,"X தளத்தில் உலகளவிலும், இந்திய அளவிலும் முதலிடத்தில் ட்ரெண்டாகும் #GetOutModi 💥

#GetOutModi https://t.co/rH0tfu0WzT",Thu Feb 20 09:54:15 +0000 2025,438,571,DMK
102,Vanitha,@sunnewstamil @dmk_raja ராகுல் ❤️ https://t.co/TCaO9HfhcY,Sat Feb 22 16:43:52 +0000 2025,2,25,DMK
103,Gayathri Raguramm - Say No To Drugs & DMK,Disaster? Where is the Tamil Nadu’s money? https://t.co/j2y63Fyl2Y,Fri Feb 28 04:39:23 +0000 2025,6,31,DMK
104,DMK,"மக்களவைத் தொகுதி மறுவரையறை என்ற பெயரில் தமிழ்நாட்டின் அதிகாரத்தை குறைக்க ஒன்றிய மைனாரிட்டி பாஜக அரசின் அனைவரும் ஒன்றிணைந்து சூழ்ச்சிகளை உடைத்தெறிவோம். 

#FairDelimitationForTN https://t.co/3xGefwtasN",Wed Feb 26 09:23:17 +0000 2025,908,1174,DMK
105,குமார் ஆரியன் ‎Kumar Ariyan,வாங்கோ வாங்க. We are waiting.   #SunShines4RiceBowl https://t.co/0OSTk844QX,Sun Feb 23 04:34:09 +0000 2025,0,0,DMK
106,Polimer News,"#JUSTIN  ||  LKG - UKG பசங்க போல் மத்திய, மாநில அரசுகள் சண்டை - விஜய் | #Chennai | #Mahabalipuram | #DMK | #BJP | #TNGovt | #CentralGovt |  #TVKsecondyearanniversary | #TVKVijay | #Vijay | #TVKMaanadu | #AadhavArjuna | #PrashantKishor | #NAnand | #PolimerNews https://t.co/0OCIgkAI5G",Wed Feb 26 07:26:37 +0000 2025,206,649,DMK
107,#DMK4TN,"Delimitation isn’t just about Tamil Nadu. it affects all of South India!

#FairDelimitationForTN

https://t.co/zmcVcvdL74",Tue Feb 25 11:47:54 +0000 2025,228,334,DMK
108,PuthiyathalaimuraiTV,"#JUSTIN | திமுக, அதிமுக பேச தகுதியில்லை - சீமான்

#Seeman | #NTK | #ADMK | #DMK | #EPS | #MKStalin | #NEP | #hindi https://t.co/UMa5bc4bv6",Tue Feb 25 09:54:38 +0000 2025,208,589,DMK
109,Polimer News,"”சட்டம் தன் கடமையை செய்யும்”… சீமான் வீட்டில் நடந்த கைது சம்பவம்.. அமைச்சர் சேகர்பாபு கொடுத்த விளக்கம்
#Chennai | #Seeman | #NTK | #Sekarbabu | #DMK https://t.co/vz4TnCm7G4",Fri Feb 28 05:04:01 +0000 2025,3,7,DMK
110,Malaimurasu TV,"#TVKforTN ட்ரெண்டிங்கில் முதலிடம்

#Malaimurasu #BreakingNews #TVKVijay @TVKVijayHQ #TVKForTN #GetOutModi #GetOutStalin #DMK #BJP https://t.co/qF8OBxpYSd",Fri Feb 21 09:39:12 +0000 2025,1380,2812,DMK
111,#DMK4TN,"இது இந்தியா.‘இந்தி’யா அல்ல! 

இந்தி திணிப்பை என்றும் எதிர்ப்போம்; இரு'மொழிக் கொள்கையை என்றும் காப்போம்! 

#StopHindiImposition https://t.co/t06tosON6H",Mon Feb 24 11:48:44 +0000 2025,187,443,DMK
112,Trends DMK,"Hey, Sangis, get out of Tamil Nadu. 

#GetOutModi is not just a tag; it is the emotion of the people of Tamil Nadu. https://t.co/sk4ktnzfg6",Thu Feb 20 04:22:45 +0000 2025,562,1024,DMK
113,sabarish✨🖤❤️,"மீண்டும் ஒரு மொழிப்போராட்டத்திற்கு தயாரானது தமிழ்நாடு..!💥💥💥

#GetOutModi 

 https://t.co/uGMjmu8o58",Thu Feb 20 02:56:05 +0000 2025,836,1897,DMK
114,Tamil Ka.Amutharasan,இந்தி திணிப்பைஎன்றும் எதிர்ப்போம் 🔥🖤♥️ சிறப்பான சம்பவம் https://t.co/iGXzbpwJC1,Sun Feb 23 03:35:22 +0000 2025,1585,8232,DMK
115,Press Trust of India,"VIDEO | Tamil Nadu: DMK Students Wing protest against Union Minister Sukanta Majumdar in Chennai.

#ChennaiNews #TamilNaduNews

(Full video available on PTI Videos - https://t.co/n147TvrpG7) https://t.co/PL7Wn3EByB",Fri Feb 28 05:31:44 +0000 2025,0,2,DMK
116,DMK NRI Wing,"Modi be like.. 😂😂😂

#GetOutModi https://t.co/LroPovtVEc",Thu Feb 20 06:18:13 +0000 2025,304,388,DMK
117,Polimer News,"#JUSTIN  ||  தமிழகம் முழுவதும் 1,000 முதல்வர் மருந்தகங்களை முதலமைச்சர் மு.க.ஸ்டாலின் திறந்து வைத்தார்  | #CMMKStalin | #DMK | #TNGovt | #Medical | #MudhalvarMarundhagam | #PolimerNews https://t.co/ao8Zh4nekv",Mon Feb 24 05:35:24 +0000 2025,14,89,DMK
118,DMK IT WING,"தமிழர்கள் வடமாநிலங்களுக்குச் செல்லும்போது எப்படி அறிந்துகொள்கிறார்களோ அப்படியே வடமாநில பயணிகள் அறிந்துகொள்ளட்டும்!

- கழகத் தலைவர், மாண்புமிகு முதலமைச்சர் திரு @mkstalin அவர்கள்

#StopHindiImposition https://t.co/zCYA4KIzqz",Wed Feb 26 07:29:52 +0000 2025,226,288,DMK
1,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"மொழிக்காக உயிரையே விட்டவர்கள் தமிழர்கள்!

மக்கள் நீதி மய்யம் 8-ம் ஆண்டு தொடக்க விழாவில் தலைவர் திரு. @ikamalhaasan  அவர்கள் ஆவேசம்!

#KamalHaasan
#MakkalNeedhiMaiam
#MNM8THYEAR
#மநீம8ம்ஆண்டு https://t.co/WDDuTZABKJ",Tue Feb 25 12:42:40 +0000 2025,74,157,Makkal Needhi Maiam
2,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"கோவையில் மக்கள் நீதி மய்யம் 8-ம் ஆண்டு தொடக்க விழா, புதிய அலுவலகம் திறப்பு, கட்சிக் கொடியேற்று விழா!

மக்கள் நீதி மய்யம் தலைவர் திரு. @ikamalhaasan அவர்களது வழிகாட்டுதலின்படி, கோவை வடக்கு மநீம மாவட்டம் சார்பில் கட்சியின் 8-ம் ஆண்டு தொடக்க விழா, புதிய அலுவலகம் திறப்பு மற்றும் https://t.co/q5DLVolQuk",Mon Feb 24 11:28:56 +0000 2025,77,152,Makkal Needhi Maiam
3,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"மக்கள் நீதி மய்யம் கட்சியின் 8-ம் ஆண்டு தொடக்க விழாவில்கட்சிக் கொடியேற்றி, உரையாற்றினார் தலைவர் திரு. @ikamalhaasan அவர்கள்.

மக்கள் நீதி மய்யம் கட்சியின் 8-ம் ஆண்டு தொடக்க விழாவையொட்டி, சென்னையில் அமைந்துள்ள கட்சியின் தலைமை அலுவலகத்தில் கட்சிக் கொடியேற்றிவைத்து, தொண்டர்களிடையே https://t.co/HmjTZlkXYG",Fri Feb 21 14:47:58 +0000 2025,158,365,Makkal Needhi Maiam
4,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"மக்கள் நீதி மய்யத்தின் 8ஆம் ஆண்டு தொடக்க விழாவை முன்னிட்டு, சமூக வலைதளங்களில் கீழ்கண்ட Hashtags-களை பயன்படுத்துமாறு கேட்டுக்கொள்கிறோம்.

#KamalHaasan
#MakkalNeedhiMaiam 
#MNM8THYEAR
#மநீம8ம்ஆண்டு https://t.co/LTdEJB1PQF",Thu Feb 20 14:02:18 +0000 2025,148,369,Makkal Needhi Maiam
5,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"மக்கள் நீதி மய்யத்தில் மாணவர்கள்
இணைந்து கொண்டிருப்பதால் நாளை நமதே!

8-ம் ஆண்டு தொடக்க விழாவில் தலைவர் திரு. @ikamalhaasan அவர்கள் உறுதி!

#KamalHaasan
#MakkalNeedhiMaiam
#MNM8THYEAR
#மநீம8ம்ஆண்டு https://t.co/URx1A5JaO2",Tue Feb 25 15:00:00 +0000 2025,91,181,Makkal Needhi Maiam
6,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"எட்டாம் ஆண்டில் மக்கள் நீதி மய்யம்!
பிப்ரவரி 21,  வெள்ளிக்கிழமை  மாலை 3 மணிக்கு கட்சித் தலைமை அலுவலகத்தில், நம் தலைவர் திரு. @ikamalhaasan அவர்கள், மக்கள் நீதி மய்யம் கட்சிக் கொடியேற்றி பேருரை ஆற்றுகிறார்!

#KamalHaasan 
#MakkalNeedhiMaiam 
#8ம்ஆண்டில்_மய்யம் https://t.co/PYWGxL1APN",Sun Feb 16 08:13:53 +0000 2025,160,274,Makkal Needhi Maiam
7,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"மக்கள் நீதி மய்யம் கட்சியின் ஊடகம் மற்றும் செய்தித் தொடர்பு மாநிலச் செயலாளர் திரு. முரளி அப்பாஸ் அவர்கள் தந்தி தொலைக்காட்சிக்கு அளித்த பேட்டி!

இதில் கட்சியின் 8-ம் ஆண்டு தொடக்க விழா, எதிர்காலத் திட்டங்கள், 2026 சட்டப்பேரவைத் தேர்தல் வியூகம், மக்கள் நீதி மய்யத்தின் https://t.co/LdfZQ2V1zq",Mon Feb 17 18:04:16 +0000 2025,91,183,Makkal Needhi Maiam
8,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"விகடன் இணையதளம் முடக்கம் கருத்துரிமைக்கு எதிரான செயல். மக்கள் நீதி மய்யம் தலைவர் திரு. @ikamalhaasan அவர்கள் கடும் கண்டனம்.

#KamalHaasan 
#MakkalNeedhiMaiam https://t.co/NZq23rnA3S",Sun Feb 16 17:09:27 +0000 2025,97,184,Makkal Needhi Maiam
9,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"மக்கள் நீதி மய்யம் கோவை மண்டல சமூக ஊடக அணி நிர்வாகிகள், கட்சியின் துணைத் தலைவர் திரு. R. @Thangavelukovai அவர்களை சந்தித்து, கட்சி வளர்ச்சி மற்றும் அடுத்தக்கட்ட திட்டங்கள் குறித்து கலந்தாலோசித்தனர்.

இச்சந்திப்பில், சமூக ஊடக அணி கோவை மண்டல அமைப்பாளர் திரு. @ThajTK, மொடக்குறிச்சி https://t.co/jx1u6vNYxI",Wed Feb 19 14:20:48 +0000 2025,94,177,Makkal Needhi Maiam
10,Vignesh,"இந்த வருடம் நமது குரல் பாராளுமன்றத்தில் ஒழிக்கப் போகிறது 🔥

#Makkalneedhimaiam
#MNM8THYEAR 
#KamalHaasan https://t.co/5b63B9GgEI",Sun Feb 23 04:19:04 +0000 2025,14,41,Makkal Needhi Maiam
11,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"மக்கள் நீதி மய்யம் கட்சியின் தலைவர் திரு. @ikamalhaasan அவர்களை, இந்து சமய அறநிலையத்துறை அமைச்சர் திரு. @PKSekarbabu அவர்கள் மரியாதை நிமித்தமாகச் சந்தித்து உரையாடினார். 

தலைவரின் அலுவலகத்தில் நடந்த இந்தச் சந்திப்பின்போது, கட்சியின் பொதுச்செயலாளர் திரு. @Arunachalam_Adv அவர்கள் https://t.co/ni4Ne3hqFb",Wed Feb 12 03:30:00 +0000 2025,266,866,Makkal Needhi Maiam
12,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"நம்மவர் தொழிற்சங்கப் பேரவை நிர்வாகிகள் ஆலோசனைக் கூட்டம்

நம்மவர் தொழிற்சங்கப் பேரவை நிர்வாகிகள் ஆலோசனைக் கூட்டம் மற்றும் அமைப்புசாரா தொழிலாளர் சங்கத்தை, நம்மவர் தொழிற்சங்கப் பேரவையில் இணைப்பது தொடர்பான ஆலோசனைக் கூட்டம் சென்னை கதிர்வேடு பகுதியில் நடைபெற்றது.

இக்கூட்டத்திற்கு https://t.co/odWlrO6JJ6",Mon Feb 24 09:36:38 +0000 2025,68,126,Makkal Needhi Maiam
13,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"வாய்க்கால் சீரமைப்பு, கழிவுநீர் மற்றும் குப்பைகளை அகற்றக் கோரி அதிகாரிகளிடம் மனு வழங்கிய மக்கள் நீதி மய்யம் கட்சியினர்.

மதுரை மாடக்குளம் கண்மாயில் இருந்து முத்துப்பட்டி கண்மாய்க்குச் செல்லும் வரத்து வாய்க்கால்களில் தேங்கியிருக்கும் கழிவுநீர் மற்றும் குப்பைகளையும் அகற்றி, https://t.co/72e1ty3y9k",Wed Feb 19 11:07:53 +0000 2025,75,146,Makkal Needhi Maiam
14,Mohammed Zabiullah,"நற்பணி நாயகன்

மக்கள் நீதி மய்யம்

#KamalHaasan
#MakkalNeedhiMaiam
#MNM8THYEAR
#மநீம8ம்ஆண்டு https://t.co/oK1ldzgjzD",Wed Feb 26 13:11:06 +0000 2025,4,10,Makkal Needhi Maiam
15,ℝ𝕒𝕞𝕒𝕔𝕙𝕒𝕟𝕕𝕣𝕒𝕟 (𝕄ℕ𝕄) 𝕠𝕗𝕗𝕚𝕔𝕚𝕒𝕝,"8 ஆம் ஆண்டில் #மக்கள்நீதிமய்யம் ❤️🤝

#KamalHaasan𓃵
#MakkalNeedhiMaiam 
#8ம்ஆண்டில்_மய்யம்
#MakkalNeedhiMaiam_8thyear https://t.co/5VVUuabCej",Thu Feb 20 02:43:14 +0000 2025,29,82,Makkal Needhi Maiam
16,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"மக்கள் நீதி மய்யம் கட்சியின் 8ம் ஆண்டு துவக்கத்தை முன்னிட்டு தலைவர் திரு. @ikamalhaasan அவர்களிடம், காஞ்சிபுரம் மண்டலச் செயலாளர்  திரு. @SKPBGopinath அவர்களும், நம்மவர் தொழிற்சங்கப் பேரவை மாநில ஒருங்கிணைப்பாளர் திரு. @ChokkarMNM அவர்களும் கட்சி வளர்ச்சி நிதி அளித்தனர். https://t.co/yV5Xb6zPv2",Thu Feb 20 13:25:42 +0000 2025,130,347,Makkal Needhi Maiam
17,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"இன்று மக்கள் நீதி மய்யம் கட்சியின் தலைவர் திரு. @ikamalhaasan அவர்களை, இந்திய கம்யூனிஸ்ட் கட்சியின் தமிழ்நாடு மாநிலச் செயலாளர் திரு. இரா.முத்தரசன் அவர்கள், தலைவர் அலுவலகத்தில் சந்தித்தார். வெளிநாடு சென்று திரும்பிய தலைவர் திரு.கமல் ஹாசன் அவர்களை, திரு. இரா.முத்தரசன் அவர்கள் https://t.co/7QowJVZy99",Tue Feb 18 10:45:57 +0000 2025,147,313,Makkal Needhi Maiam
18,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"மக்கள் நீதி மய்யம் சார்பில் பொதுமக்களுக்கான சேவை முகாம்.

மக்கள் நீதி மய்யம் தலைவர் திரு. @ikamalhaasan அவர்களின் வழிகாட்டுதலின்படி, எழும்பூர் தொகுதியில் பொதுமக்களுக்கான சேவை முகாம் நேற்று சிறப்பாக நடைபெற்றது.

சென்னை மாநகராட்சி 99-வது வார்டுக்கு உட்பட்ட கீழ்ப்பாக்கம் சாஸ்திரி https://t.co/PcKwqrnPES",Sun Feb 09 12:20:34 +0000 2025,116,222,Makkal Needhi Maiam
19,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"ஏழு ஆண்டுகள் நிறைவு செய்து எட்டாம் ஆண்டில் அடியெடுத்து வைக்கிறது மக்கள் நீதி மய்யம்.

புதிய சிந்தனை, புதிய செயல்திட்டம் என்ற நோக்கோடு  நம் தலைவர்  திரு. @ikamalhaasan அவர்களால் ஆரம்பிக்கப்பட்ட கட்சி, தொடர்ந்து தன் நோக்கில் உத்வேகத்துடன் செயலாற்ற உறுதி கொள்வோம். 

#KamalHaasan https://t.co/witTCeh0EO",Fri Feb 21 07:19:53 +0000 2025,144,323,Makkal Needhi Maiam
20,Makkal Needhi Maiam | மக்கள் நீதி மய்யம்,"எட்டாம் ஆண்டில் மக்கள் நீதி மய்யம்,
எட்டும் தூரத்தில் வெற்றிக்கோட்டை!

நாடாளுமன்றம், சட்டமன்றத்தில் நமது குரல் ஒலிக்கும்.

#KamalHaasan
#MakkalNeedhiMaiam
#MNM8THYEAR
#மநீம8ம்ஆண்டு https://t.co/aA7pb260nm",Sun Feb 23 10:30:44 +0000 2025,79,177,Makkal Needhi Maiam
